@relation movie_sentiment_analysis_small

@attribute PhraseId numeric
@attribute SentenceId numeric
@attribute Phrase string
@attribute Sentiment {0, 1, 2, 3, 4}
@attribute Sentiment_Description {'somewhat positive','somewhat negative',neutral,negativ,positive}

@data
24090,1094,pulled,2,neutral
108445,5739,'soap-opera quality twist',3,'somewhat positive'
114145,6068,'is all menace and atmosphere',2,neutral
55687,2784,'hilarious Kenneth Branagh',3,'somewhat positive'
43589,2110,'an inspired portrait of male-ridden angst and',3,'somewhat positive'
57575,2904,'he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny',1,'somewhat negative'
134320,7247,'an 83 minute document of a project which started in a muddle , seesawed back and forth between controlling interests multiple times , then found its sweet spot',2,neutral
48750,2381,'different and emotionally reserved',2,neutral
88841,4615,'Rock and stolid Anthony Hopkins',3,'somewhat positive'
9976,418,'I would -- with moist eyes',2,neutral
81263,4189,'is undeniably subversive and involving in its bold presentation',3,'somewhat positive'
94738,4943,'at the very special type of badness that is Deuces Wild',1,'somewhat negative'
38627,1840,'at provincial bourgeois French society',2,neutral
95148,4962,'hiding under your seat',2,neutral
37050,1755,'Lucky Break is perfectly inoffensive and harmless',3,'somewhat positive'
29237,1354,'it inspires some -LRB- out-of-field -RRB- creative thought',2,neutral
71554,3651,'A much better documentary -- more revealing , more emotional and more surprising -- than its pedestrian English title',4,positive
39305,1876,'a 50-year-old',2,neutral
108791,5760,'Starts off witty and sophisticated and you want to love it -- but filmmaker Yvan Attal quickly writes himself into a corner',2,neutral
38513,1836,'with shootings , beatings , and more cussing',1,'somewhat negative'
147043,8003,'Circuit queens',2,neutral
45851,2230,'cutting and blurry',1,'somewhat negative'
96514,5042,'every Schwarzenegger film',2,neutral
13319,573,'took a long time',2,neutral
146023,7941,'particular film',2,neutral
8204,340,'The Pianist like a surgeon mends a broken heart ; very meticulously but without any passion',1,'somewhat negative'
849,32,'Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .',0,negativ
85024,4397,'are pretty valuable these days .',2,neutral
149843,8158,'fragmentary narrative style',1,'somewhat negative'
20079,891,'Unfolds as one',3,'somewhat positive'
24261,1102,erects,2,neutral
29797,1381,'incoherence and',1,'somewhat negative'
80836,4165,'want the funk',2,neutral
18079,788,'York City',2,neutral
22642,1024,'showcases him',2,neutral
85495,4421,'an engaging and exciting narrative',4,positive
21281,951,'put off insiders and outsiders alike',2,neutral
55958,2799,'All About Lily Chou Chou',2,neutral
17947,781,naughty,2,neutral
52905,2622,'joyless special-effects excess',1,'somewhat negative'
64858,3284,'amusing from time',3,'somewhat positive'
34862,1640,brightly,3,'somewhat positive'
80867,4168,'s already done way too often',1,'somewhat negative'
37431,1777,'fifties teen-gang machismo in a way that borders on rough-trade homo-eroticism .',2,neutral
116426,6209,'It tells its story in a flat manner and leaves you with the impression that you should have gotten more out of it than you did .',2,neutral
49037,2394,'soap opera that Tornatore was right to cut',1,'somewhat negative'
3275,124,'s the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison',3,'somewhat positive'
42832,2068,'torturing each other psychologically',1,'somewhat negative'
73162,3736,'substantial arc',2,neutral
145092,7882,'an intensely lived time ,',3,'somewhat positive'
124255,6672,'must have read ` seeking anyone with acting ambition but no sense of pride or shame',2,neutral
11307,487,'Sara Sugarman',2,neutral
63579,3219,'earnest try',2,neutral
27378,1257,'one part family values',2,neutral
111750,5930,'of rhythm',2,neutral
34161,1606,'A decent-enough nail-biter',3,'somewhat positive'
13527,581,'subject s',2,neutral
8703,362,'too seriously',2,neutral
111574,5920,'from Lynch , Jeunet , and von Trier while failing to find a spark of its own',1,'somewhat negative'
154582,8452,'a more traditionally plotted popcorn thriller',2,neutral
118961,6359,'its moviegoing pleasures',3,'somewhat positive'
152833,8341,'intimidated by both her subject matter and',1,'somewhat negative'
11065,472,'Definitely funny stuff ,',3,'somewhat positive'
118196,6313,'this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years',4,positive
55082,2745,'rare trick',3,'somewhat positive'
97055,5072,'break the tedium',2,neutral
46702,2272,'red lights ,',2,neutral
105308,5559,'much sillier',2,neutral
33716,1583,'to tell',2,neutral
81497,4203,'science fiction movie',2,neutral
155607,8516,'teetering on the edge of sanity',1,'somewhat negative'
106285,5612,'What s most offensive is nt the waste of a good cast , but',1,'somewhat negative'
97855,5122,'like a chump',2,neutral
35081,1649,'insightful discourse',3,'somewhat positive'
81219,4185,'clinical lab report',2,neutral
108330,5733,'box office money',2,neutral
9997,420,'plays like some corny television',1,'somewhat negative'
110266,5839,'inspired Croze to give herself over completely to the tormented persona of Bibi',2,neutral
149494,8137,'Could use a little more humanity , but it never lacks in eye-popping visuals .',3,'somewhat positive'
122142,6546,'For all its brooding quality , Ash Wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .',3,'somewhat positive'
147647,8034,'is charming',4,positive
76798,3949,'create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment',3,'somewhat positive'
70546,3596,vivacious,3,'somewhat positive'
122238,6553,'economic fringes',2,neutral
104004,5484,'nobility of a sort',2,neutral
119349,6381,'The film sparkles with the the wisdom and humor of its subjects .',4,positive
32448,1521,'the scene',2,neutral
64976,3288,'the best ensemble casts',4,positive
117047,6244,'almost forget the sheer',1,'somewhat negative'
57347,2890,'saves the movie .',2,neutral
41799,2012,'personal ads',2,neutral
127780,6871,'even flicks',2,neutral
102970,5427,'This ludicrous film is predictable at every turn .',0,negativ
1787,66,'to garner the film a `` cooler  PG-13 rating',2,neutral
9352,390,'kind of an authentic feel',3,'somewhat positive'
102087,5373,'the quality of the manipulative engineering',2,neutral
110579,5861,'cloaked in the euphemism ` urban drama . ',2,neutral
39681,1894,'that is , overall , far too staid for its subject matter',1,'somewhat negative'
37872,1801,'be a black comedy , drama , melodrama or some combination of the three',2,neutral
5651,224,'any insight',3,'somewhat positive'
59726,3011,'oddly fascinating depiction',3,'somewhat positive'
128838,6930,'of power boats , Latin music and dog tracks',2,neutral
107757,5694,'about changing times , clashing cultures and the pleasures of a well-made pizza',3,'somewhat positive'
50394,2477,gunfight,1,'somewhat negative'
31950,1495,'to visit',2,neutral
2425,93,'its music or',1,'somewhat negative'
79322,4085,'after 90 minutes of playing opposite each other',2,neutral
127920,6882,'to grab a lump of Play-Doh',2,neutral
16225,700,'of sophisticated intrigue and human-scale characters',3,'somewhat positive'
34429,1617,'most entertaining monster movies',2,neutral
113226,6015,'of Oprah s Book Club',2,neutral
93872,4897,'should nt the reality seem at least passably real ?',2,neutral
125273,6731,'such a buoyant , expressive flow of images',3,'somewhat positive'
12002,515,'its own cuteness',3,'somewhat positive'
62531,3162,'the ambiguous ending seem goofy rather than provocative',1,'somewhat negative'
18003,784,'they re simply not funny performers',2,neutral
75568,3874,'become a cold , calculated exercise in postmodern pastiche winds',2,neutral
118039,6306,'Passions , obsessions , and loneliest dark spots',2,neutral
141500,7677,'John F. Kennedy',2,neutral
112570,5978,'lukewarm and quick',2,neutral
69228,3518,'waged among victims and predators',2,neutral
48983,2390,'very distinctive sensibility',3,'somewhat positive'
138072,7469,'as the psychological thriller it purports to be',2,neutral
76951,3957,'its title implies',3,'somewhat positive'
106652,5632,'very goofy',2,neutral
101918,5365,'at only 26',2,neutral
139096,7540,'this is recommended only for those under 20 years of age ... and then only as a very mild rental .',2,neutral
40079,1919,'it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian',1,'somewhat negative'
142294,7719,'well-thought stunts',4,positive
71882,3669,'It deserves to be seen everywhere .',3,'somewhat positive'
16590,714,'with another',2,neutral
42430,2045,'A special kind of movie , this melancholic film noir reminded me a lot of Memento ...',4,positive
108292,5730,'excuse for a film',1,'somewhat negative'
57943,2920,'who complain that ` they do nt make movies like they used to anymore',2,neutral
86463,4477,'Finally , the French-produced `` Read My Lips  is a movie that understands characters must come first .',3,'somewhat positive'
129609,6971,'Devoid of any of the qualities that made the first film so special .',0,negativ
105254,5557,'and technological finish',2,neutral
68887,3499,'the miniseries and',2,neutral
136617,7386,'A movie that will wear you out and make you misty even when you do nt want to be .',2,neutral
119676,6400,'same old crap',0,negativ
150138,8178,'... Not that I mind ugly ; the problem is he has no character , loveable or otherwise .',1,'somewhat negative'
29937,1388,'- kids-cute sentimentality by a warmth that is nt faked and a stately sense of composition',2,neutral
24689,1125,'friendship , love , and the truth',3,'somewhat positive'
153897,8408,'Chicago-based rock group Wilco',2,neutral
137937,7463,'for much of its running time',2,neutral
25316,1157,systematically,2,neutral
102305,5384,'this fascinating -- and timely -- content comes wrapped',3,'somewhat positive'
153286,8371,'truly good',4,positive
76999,3960,unburdened,2,neutral
49848,2445,'a long shot',1,'somewhat negative'
71125,3629,'hour running time',2,neutral
102268,5382,'this slick and sprightly CGI feature',3,'somewhat positive'
51165,2518,'written as assembled , Frankenstein-like',2,neutral
142590,7741,'Director George Hickenlooper has had some success with documentaries , but',2,neutral
137696,7452,'... works on some levels and is certainly worth seeing at least once .',3,'somewhat positive'
110350,5844,'cast , but never quite gets off the ground .',2,neutral
69913,3556,'Best described as I Know What You Did Last Winter .',2,neutral
75087,3850,'unsettling sight',2,neutral
81861,4223,'-LRB- yet -RRB-',2,neutral
69781,3549,'ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes',2,neutral
9521,396,'a hill in a trash can',2,neutral
65524,3318,'holes and',2,neutral
133714,7213,'from the aristocrats  perspective',2,neutral
48909,2388,'remains a huge gap between the film s creepy',2,neutral
7880,320,'the teenage sex comedy',2,neutral
68740,3493,'It s usually a bad sign when directors abandon their scripts and go where the moment takes them , but Olympia , Wash. , based filmmakers Anne de Marcken and Marilyn Freeman did just that and it s what makes their project so interesting',3,'somewhat positive'
94792,4945,'pointed personalities , courage , tragedy and',2,neutral
3578,133,outtakes,2,neutral
82169,4240,'our times',2,neutral
85371,4414,'pulpy thrillers',2,neutral
47550,2317,rugrats,2,neutral
87898,4565,'Both heartbreaking and',3,'somewhat positive'
88538,4600,'like whether compromise is the death of self ... this Orgasm -LRB- wo nt be an -RRB- exceedingly memorable one for most people .',1,'somewhat negative'
12263,525,'matured quite a bit with Spider-Man , even though it s one of the most plain white toast comic book films',1,'somewhat negative'
115254,6138,'took to drink',2,neutral
96324,5031,'Gives everyone something to shout about',2,neutral
145977,7939,'Do you chuckle at the thought of an ancient librarian whacking a certain part of a man s body',1,'somewhat negative'
114194,6072,docu-Dogma,2,neutral
106569,5628,'is nt afraid to try any genre and to do it his own way',3,'somewhat positive'
34267,1609,Boyd,2,neutral
46843,2281,'the rest of us',2,neutral
61278,3096,'of Gaza',2,neutral
149232,8121,'really is a shame that more wo nt get an opportunity to embrace small , sweet ` Evelyn . ',3,'somewhat positive'
84124,4345,'Performances are potent ,',3,'somewhat positive'
29096,1346,definitive,3,'somewhat positive'
22326,1005,'had long since',2,neutral
72410,3701,'s a testament to the film s considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries .',3,'somewhat positive'
89954,4681,wing,2,neutral
23125,1048,zoning,2,neutral
10767,457,'will definitely win some hearts',3,'somewhat positive'
85596,4426,'much emotional impact',3,'somewhat positive'
112624,5980,'more often than the warfare',2,neutral
57109,2876,'mouthpieces , visual motifs ,',2,neutral
50321,2474,'martial arts',3,'somewhat positive'
131614,7091,'in middle age',2,neutral
59476,2999,'have all but',2,neutral
122229,6553,'the hardscrabble lives of people on the economic fringes of Margaret Thatcher s ruinous legacy',2,neutral
58360,2941,'country mile',2,neutral
83833,4332,big-wave,2,neutral
19115,838,'A film without surprise geared toward maximum comfort and familiarity .',1,'somewhat negative'
129566,6967,'Tense ,',2,neutral
79132,4075,'manages the dubious feat of turning one man s triumph of will into everyman s romance comedy',3,'somewhat positive'
47502,2316,'is also as unoriginal',0,negativ
141013,7648,worlds,2,neutral
142987,7761,'exterior photography',2,neutral
13036,561,'thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign',1,'somewhat negative'
31915,1494,'World Traveler might not go anywhere new , or arrive anyplace special , but',2,neutral
68707,3491,'great material',4,positive
137120,7416,'full hour',2,neutral
3706,139,'would still',2,neutral
36513,1727,'Ambitious ,',2,neutral
13604,583,'hot sake half-sleep',1,'somewhat negative'
26364,1208,'like acid',1,'somewhat negative'
35036,1647,'want one',2,neutral
80686,4156,dry-eyed,2,neutral
53690,2665,'almost too-spectacular coastal setting distracts',2,neutral
129754,6984,'has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying .',2,neutral
115288,6140,'the stomach-knotting suspense of a legal thriller',3,'somewhat positive'
139665,7577,'What saves this deeply affecting film from being merely',2,neutral
145691,7919,'day-to-day basis',2,neutral
115116,6132,'a grand tour',3,'somewhat positive'
133229,7188,'is ... very funny as you peek at it through the fingers in front of your eyes .',3,'somewhat positive'
154814,8468,'of the most high-concept sci fi adventures attempted for the screen',3,'somewhat positive'
72055,3679,'Engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched',4,positive
104056,5487,'fun-for-fun s - sake communal spirit',2,neutral
117098,6248,'of an urban conflagration',2,neutral
153027,8356,'Confuses its message with an ultimate desire to please ,',2,neutral
111671,5927,'Despite its dry wit and compassion',2,neutral
50783,2498,'the potency of Miller s strange , fleeting brew of hopeful perseverance and hopeless closure',2,neutral
124038,6659,'predict there will be plenty of female audience members drooling over Michael Idemoto as Michael',3,'somewhat positive'
69933,3558,'is that it progresses in such a low-key manner that it risks monotony .',1,'somewhat negative'
33006,1546,'for one splendidly cast pair',4,positive
32247,1511,'as the remarkable ensemble cast brings them to life',3,'somewhat positive'
66493,3374,'it is just as boring and as obvious',2,neutral
58930,2972,'a well-deserved reputation as one of the cinema world s great visual stylists',4,positive
51039,2512,'it is effective',3,'somewhat positive'
14772,635,'-LRB- if tragic -RRB-',2,neutral
98434,5159,'love interest',3,'somewhat positive'
103581,5463,'a superficial way , while never sure',1,'somewhat negative'
42662,2058,'of surprises',3,'somewhat positive'
59984,3027,'the best film',4,positive
148688,8089,'strangely draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss',3,'somewhat positive'
47686,2324,'about watching a squad of psychopathic underdogs whale the tar out of unsuspecting lawmen that reaches across time and distance',2,neutral
25584,1169,'so much like a young Robert DeNiro',3,'somewhat positive'
105669,5578,'a serviceable melodrama',3,'somewhat positive'
63873,3232,'Star Trek : Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and',1,'somewhat negative'
120341,6433,', but I suspect it might deliver again and again .',4,positive
129541,6965,'a doctor s',2,neutral
7346,300,'they ca nt generate enough heat in this cold vacuum of a comedy to start a reaction .',0,negativ
15832,679,'outshine the best some directors',3,'somewhat positive'
101037,5307,defiant,2,neutral
129395,6957,roars,2,neutral
114979,6123,'What an embarrassment .',0,negativ
134000,7231,'when you re almost dozing',2,neutral
41618,2003,'remains his shortest , The Hole , which makes many of the points that this film does but feels less repetitive',2,neutral
111825,5935,'advised to take the warning literally , and log on to something more user-friendly',1,'somewhat negative'
80826,4164,'uncover the truth and',2,neutral
65904,3342,'thumbing his nose at convention',2,neutral
118336,6321,'so bad it starts to become good',2,neutral
119941,6415,'An Inuit masterpiece',3,'somewhat positive'
67088,3405,'than the original version -LRB- no more racist portraits of Indians , for instance -RRB-',2,neutral
29635,1373,'to give to the mystic genres of cinema',2,neutral
46607,2268,'are lulls',2,neutral
61502,3110,'The 3-D vistas from orbit , with the space station suspended like a huge set of wind chimes over the great blue globe ,',3,'somewhat positive'
61822,3124,', swooning melodrama',2,neutral
111416,5911,'in some of those',2,neutral
104423,5510,'the boy',2,neutral
21881,978,relevance,2,neutral
98254,5149,'do no wrong with Jason X.',3,'somewhat positive'
101478,5336,'give Blade fans',2,neutral
82236,4244,'At 90 minutes this movie is short , but',2,neutral
100077,5251,'that it s hardly over before it begins to fade from memory',1,'somewhat negative'
82576,4263,'most famous',3,'somewhat positive'
27556,1266,'say for plenty of movies',3,'somewhat positive'
81308,4191,overnight,2,neutral
135705,7333,'as cutting , as witty or',3,'somewhat positive'
85857,4443,'associations you choose to make',2,neutral
68901,3500,'De Niro and',2,neutral
110150,5833,'fill this character study',2,neutral
59146,2984,'This Scarlet s letter is A. . .',2,neutral
73412,3751,'Strangers , which opens today in the New York metropolitan area , so distasteful',0,negativ
77013,3961,'which to address his own World War II experience in his signature style',2,neutral
127238,6842,'complications life',2,neutral
116563,6215,'into another character',2,neutral
127382,6851,'Mention `` Solaris  five years from now and',1,'somewhat negative'
67171,3408,'by now',2,neutral
89497,4653,'is so much',2,neutral
75428,3867,'people going in this crazy life',2,neutral
52710,2610,'is more appetizing than a side dish of asparagus .',2,neutral
143584,7794,'Ratliff s two previous titles , Plutonium Circus and Purgatory County show his penchant for wry , contentious configurations , and this film is part of that delicate canon .',3,'somewhat positive'
148599,8085,'the 110 minutes of `` Panic Room ',2,neutral
29653,1374,'pointed , often incisive satire and unabashed sweetness',3,'somewhat positive'
152501,8321,'simplistic to maintain interest',2,neutral
90157,4692,'wind up together',2,neutral
143686,7798,'The locations',2,neutral
37832,1799,'overcome the sense that Pumpkin is a mere plot pawn for two directors with far less endearing disabilities',1,'somewhat negative'
122061,6542,'gives the lie',1,'somewhat negative'
15413,660,Wedding,3,'somewhat positive'
72990,3727,'bumbling , tongue-tied screen persona',2,neutral
43165,2085,'strangling the life',2,neutral
84935,4391,'fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen .',2,neutral
116641,6220,'Jez Butterworth',2,neutral
12302,526,'other Arnie musclefest',2,neutral
84280,4355,'after all , being about nothing is sometimes funnier than being about something',2,neutral
66560,3378,'self-serious Equilibrium',2,neutral
72929,3724,'far from being a realized work',1,'somewhat negative'
35559,1674,'beyond its limit to sustain a laugh',1,'somewhat negative'
2814,108,'probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys',1,'somewhat negative'
50565,2487,'hugely imaginative and successful casting to its great credit ,',4,positive
95497,4986,'care to understand',2,neutral
117701,6283,'a dearth',3,'somewhat positive'
60965,3078,'of a sports bar',2,neutral
58438,2944,'High Art',3,'somewhat positive'
95292,4974,'interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience',0,negativ
146382,7961,'a bad idea from frame one',0,negativ
127681,6867,'a cult film',2,neutral
82454,4257,'be surprised to know',2,neutral
19172,840,'a nation',2,neutral
40879,1958,'a tasteful , intelligent manner',3,'somewhat positive'
86464,4477,', the French-produced `` Read My Lips  is a movie that understands characters must come first .',3,'somewhat positive'
27415,1259,'recalls the Cary Grant of Room for One More',2,neutral
96294,5029,'such atmospheric ballast',2,neutral
32258,1513,'Deep intelligence and a warm , enveloping affection',3,'somewhat positive'
114897,6118,'no real consequence',2,neutral
140623,7630,slam-dunk,4,positive
12079,518,'sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen',0,negativ
153233,8368,'this and that -- whatever fills time -- with no unified whole',0,negativ
143724,7800,'in which we re told something creepy and vague is in the works',2,neutral
144801,7860,'Pacino s performance',2,neutral
111803,5934,'it tries to pump life into overworked elements from Eastwood s Dirty Harry period',1,'somewhat negative'
2189,82,'their version',2,neutral
102637,5406,'is a visually stunning rumination on love , memory , history and the war between art and commerce .',4,positive
31637,1482,spell,2,neutral
66667,3384,'strolls through this mess',2,neutral
23578,1068,'and dreary piece',1,'somewhat negative'
75863,3891,'even though I could not stand them',0,negativ
87539,4542,'reveal nothing about who he is or who he was before',1,'somewhat negative'
152461,8320,'Payami tries to raise some serious issues about Iran s electoral process , but the result is a film that s about as subtle as a party political broadcast',1,'somewhat negative'
55567,2774,'when you could just rent those movies instead , let alone seek out a respectable new one',1,'somewhat negative'
36468,1725,'The Bride s humour',2,neutral
155159,8493,'determination and',2,neutral
63507,3213,'Kathy !',2,neutral
1394,51,'playwright , poet and drinker',2,neutral
149415,8132,'to raise audience s spirits and leave them singing long after the credits roll',4,positive
26326,1205,'looking for a story',1,'somewhat negative'
47114,2296,'leave the lot',2,neutral
152039,8296,'big corner office',2,neutral
128701,6921,'Lil  Bow Wow',2,neutral
91909,4783,'Never does `` Lilo & Stitch  reach the emotion or timelessness of Disney s great past , or even that of more recent successes such as `` Mulan  or `` Tarzan . ',1,'somewhat negative'
127366,6850,'a part of us that can not help be entertained by the sight of someone getting away with something',3,'somewhat positive'
62174,3143,'a technology in search',2,neutral
98687,5175,'an emotional level ,',2,neutral
69666,3543,'uncool the only thing missing is the `` Gadzooks !',1,'somewhat negative'
24679,1124,'one of the year s best',4,positive
3620,135,'efforts toward closure',2,neutral
19568,859,'bad bear suits',1,'somewhat negative'
140380,7618,'has the odd distinction of being playful without being fun ,',2,neutral
77958,4011,'ever fit smoothly together',3,'somewhat positive'
105875,5587,icon,2,neutral
124540,6691,'Asia ,',2,neutral
120494,6442,'matinee brain',2,neutral
78074,4018,'too-extreme-for-TV rendition',2,neutral
102934,5423,'put away the guitar , sell the amp',2,neutral
79237,4081,'s not helpful to listen to extremist name-calling , regardless of whether you think Kissinger was a calculating fiend or just a slippery self-promoter .',1,'somewhat negative'
116445,6209,gotten,2,neutral
132132,7123,'has succeeded beyond all expectation',4,positive
139525,7569,'It is refreshingly undogmatic about its characters .',4,positive
14452,622,'lyrical variations',2,neutral
131798,7104,'a little more human being',2,neutral
7699,311,'add up',2,neutral
114739,6106,'frazzled wackiness',2,neutral
137879,7461,'The gifted Crudup has the perfect face to play a handsome blank yearning to find himself , and his cipherlike personality and bad behavior would play fine if the movie knew what to do with him',2,neutral
34498,1620,'the achingly unfunny Phonce and',2,neutral
30356,1409,absurdly,2,neutral
112188,5956,'your interest ,',2,neutral
15523,665,'Bad Love',3,'somewhat positive'
118478,6330,'are both superb ,',4,positive
141472,7676,', then pay your $ 8 and get ready for the big shear .',2,neutral
70383,3587,'A solid , psychological action film from Hong Kong .',3,'somewhat positive'
113663,6042,'as epic tragedy',1,'somewhat negative'
88397,4593,'to take an entirely stale concept and push it through the audience s meat grinder one more time',0,negativ
104404,5508,'should get a pink slip',1,'somewhat negative'
43642,2113,'from a Vietnamese point',2,neutral
44294,2148,'jolt you out of your seat a couple of times ,',3,'somewhat positive'
104269,5501,'Good fun , good action , good acting , good dialogue , good pace , good cinematography .',4,positive
85714,4434,', the movie only intermittently lives up to the stories and faces and music of the men who are its subject .',2,neutral
114733,6106,'movie that falls victim to frazzled wackiness and frayed satire',1,'somewhat negative'
135967,7343,'modern-day comedies',3,'somewhat positive'
111211,5896,'its tone and several scenes run',2,neutral
111950,5942,'essentially ruined -- or , rather , overpowered',1,'somewhat negative'
128227,6900,'In all fairness',3,'somewhat positive'
142638,7742,'the general absurdity of modern life',2,neutral
95779,5004,'A witty , low-key romantic comedy',4,positive
140092,7600,'so easily after a few tries and become expert fighters after a few weeks',1,'somewhat negative'
122556,6574,'Missteps take what was otherwise a fascinating , riveting story and send it down the path of the mundane .',2,neutral
3274,124,'s the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .',2,neutral
99526,5218,'spent more time in its world',2,neutral
130325,7020,'the gender-war ideas original',2,neutral
48059,2343,'100 years',2,neutral
100600,5280,'too heady for children , and too preachy',1,'somewhat negative'
104747,5531,'re looking for',2,neutral
38874,1854,'able to share his story so compellingly with us is a minor miracle',4,positive
114338,6080,'cost thousands',2,neutral
139388,7558,'too drunk on the party favors to sober us up with the transparent attempts at moralizing',1,'somewhat negative'
19396,851,'the tinny self-righteousness of his voice',1,'somewhat negative'
130595,7036,'narrative strength',2,neutral
100819,5296,'Holland lets things peter out midway',2,neutral
148575,8084,'-- the special effects are ` German-Expressionist ,  according to the press notes --',2,neutral
110797,5869,'to the energetic and always surprising performance',3,'somewhat positive'
125734,6755,'conversations at the Wal-Mart checkout line',2,neutral
15332,657,'consumed by lust and love',3,'somewhat positive'
151036,8233,'s always disappointing when a documentary fails to live up to -- or offer any new insight into -- its chosen topic .',0,negativ
134794,7276,'We ve seen it all before in one form or another , but',2,neutral
135555,7321,'The all-French cast',2,neutral
118974,6359,'has lived her life half-asleep suddenly wake up',2,neutral
138597,7507,'hours of material to discuss',3,'somewhat positive'
133275,7191,'the first full scale WWII flick from Hong Kong s John Woo',2,neutral
124348,6678,comin,2,neutral
83191,4294,'hoped !',2,neutral
137903,7461,'bad behavior',0,negativ
51272,2523,'engage children',3,'somewhat positive'
26460,1213,'too sentimental',2,neutral
48171,2348,'another run-of-the-mill Disney sequel',1,'somewhat negative'
41098,1970,'touching love story',4,positive
39261,1873,'visual marvel',3,'somewhat positive'
13624,584,'older and wiser eyes ,',3,'somewhat positive'
54553,2712,'She allows each character to confront their problems openly and honestly .',3,'somewhat positive'
48031,2343,'Any Chekhov is better than no Chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years',1,'somewhat negative'
110423,5849,'The actors are simply too good , and',4,positive
126636,6808,'Martin s deterioration',2,neutral
127502,6859,'sucks , but has a funny moment or two .',1,'somewhat negative'
99773,5235,'Tends to pile too many `` serious issues  on its plate at times , yet remains fairly light , always entertaining , and smartly written .',3,'somewhat positive'
97097,5076,'then you will probably have a reasonably good time with The Salton Sea .',3,'somewhat positive'
148831,8097,'96 minutes',2,neutral
24865,1134,'repellent to fully endear itself to American art house audiences ,',1,'somewhat negative'
72645,3710,'finds amusing juxtapositions that justify his exercise',3,'somewhat positive'
52629,2606,'get enough of that background for the characters to be involving as individuals rather than types',3,'somewhat positive'
104330,5504,'highly entertaining , self-aggrandizing , politically motivated',3,'somewhat positive'
7505,304,'a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters',3,'somewhat positive'
5934,236,verve,2,neutral
97721,5116,'the movie about the baseball-playing monkey was worse . ',1,'somewhat negative'
84023,4341,'every sense',2,neutral
41053,1968,'of Matthew s predicament',2,neutral
36833,1744,Freudianism,2,neutral
140745,7635,'sink Laurence Olivier',2,neutral
75329,3864,'kicking around',2,neutral
46455,2258,'on three or four more endings',2,neutral
105768,5583,'that live only in the darkness',2,neutral
39715,1896,'too little excitement',1,'somewhat negative'
144427,7842,'all of that',2,neutral
150530,8202,'did nt care .',1,'somewhat negative'
65580,3323,'a huge disappointment coming , as it does , from filmmakers and performers of this calibre',0,negativ
91525,4763,'with the right actors and with the kind of visual flair that shows what great cinema can really do',4,positive
105703,5580,'you re looking for a tale of Brits behaving badly',1,'somewhat negative'
35030,1647,'good shot',2,neutral
104292,5502,'a few chuckles ,',3,'somewhat positive'
63754,3227,'popcorn movies',2,neutral
151521,8264,'an ` action film ',3,'somewhat positive'
25753,1176,'with soul',3,'somewhat positive'
76092,3904,'limited and',2,neutral
47737,2326,'pure craft and passionate heart',3,'somewhat positive'
16881,730,'never existed',1,'somewhat negative'
80777,4162,forgiveness,2,neutral
149020,8108,'the first half of Sorority Boys is as appalling as any ` comedy  to ever spill from a projector s lens',0,negativ
17918,780,'feeling to it , but like the 1920 s , the trip there is a great deal of fun .',3,'somewhat positive'
69588,3538,'it still seems endless .',2,neutral
52847,2619,undernourished,1,'somewhat negative'
84511,4372,'with guns',2,neutral
101367,5328,'Wilson and Murphy show how funny they could have been in a more ambitious movie',4,positive
115000,6125,'Empire  lacks in depth',1,'somewhat negative'
22026,989,'A small fortune in salaries and stunt cars might have been saved if the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB- .',1,'somewhat negative'
92531,4819,'is not unlike watching a glorified episode of `` 7th Heaven .',1,'somewhat negative'
135343,7309,'its own considerable achievement',3,'somewhat positive'
93261,4863,'is nt a new idea .',2,neutral
79682,4102,'it s simply baffling',1,'somewhat negative'
